Time,CH 1 Object temperature,CH 1 Actual Output Current,CH 1 Actual Output Voltage
2024-10-02 13:58:11,24.126205444335938,0.002729416126385331,-0.18803741037845612
2024-10-02 13:58:11,24.126205444335938,0.002729416126385331,-0.18803741037845612
2024-10-02 13:58:12,23.987991333007812,0.0023513794876635075,-0.18550437688827515
2024-10-02 13:58:13,23.865707397460938,0.0024307251442223787,-0.18310610949993134
2024-10-02 13:58:14,23.733139038085938,0.0019466400844976306,-0.17989438772201538
2024-10-02 13:58:15,23.614212036132812,0.002142334124073386,-0.1774703413248062
2024-10-02 13:58:16,23.484390258789062,0.0024986269418150187,-0.17496834695339203
2024-10-02 13:58:17,23.357254028320312,0.002454757923260331,-0.17202751338481903
2024-10-02 13:58:18,23.242752075195312,0.002706909319385886,-0.1692846119403839
2024-10-02 13:58:19,23.119888305664062,0.0021602632477879524,-0.16686877608299255
2024-10-02 13:58:20,23.008255004882812,0.0021762847900390625,-0.16432003676891327
2024-10-02 13:58:21,22.887893676757812,0.0025291445199400187,-0.16164207458496094
2024-10-02 13:58:22,22.768447875976562,0.002825927920639515,-0.15959322452545166
2024-10-02 13:58:23,22.662673950195312,-0.31988343596458435,-0.7898145318031311
2024-10-02 13:58:24,22.560379028320312,-0.4099165201187134,-1.0447492599487305
2024-10-02 13:58:25,22.503463745117188,-0.3310215473175049,-0.9455370306968689
2024-10-02 13:58:27,22.472579956054688,-0.2604671120643616,-0.8247860074043274
2024-10-02 13:58:28,22.458694458007812,-0.1981857419013977,-0.6930802464485168
2024-10-02 13:58:29,22.443161010742188,-0.16105996072292328,-0.600017786026001
2024-10-02 13:58:30,22.417984008789062,-0.1312149167060852,-0.5248220562934875
2024-10-02 13:58:31,22.384384155273438,-0.09827233105897903,-0.45314714312553406
2024-10-02 13:58:31,22.384384155273438,-0.09827233105897903,-0.45314714312553406
2024-10-02 13:58:32,22.337448120117188,-0.06580276787281036,-0.3606387674808502
2024-10-02 13:58:33,22.277450561523438,-0.08856964856386185,-0.40430694818496704
2024-10-02 13:58:34,22.208724975585938,-0.14507293701171875,-0.5030096173286438
2024-10-02 13:58:35,22.146041870117188,-0.17834053933620453,-0.5721405148506165
2024-10-02 13:58:36,22.084274291992188,-0.20220719277858734,-0.6294773817062378
2024-10-02 13:58:37,22.035079956054688,-0.22860795259475708,-0.6981871724128723
2024-10-02 13:58:38,21.990219116210938,-0.25408974289894104,-0.7723910808563232
2024-10-02 13:58:39,21.958389282226562,-0.2969050407409668,-0.8612551689147949
2024-10-02 13:58:40,21.937332153320312,-0.32113105058670044,-0.924884021282196
2024-10-02 13:58:41,21.927169799804688,-0.33668142557144165,-0.9707433581352234
2024-10-02 13:58:42,21.927139282226562,-0.31950637698173523,-0.9489859938621521
2024-10-02 13:58:43,21.935684204101562,-0.31815826892852783,-0.9339921474456787
2024-10-02 13:58:44,21.944686889648438,-0.30489760637283325,-0.9251531362533569
2024-10-02 13:58:46,21.954971313476562,-0.30782726407051086,-0.9324188232421875
2024-10-02 13:58:47,21.964248657226562,-0.3080989420413971,-0.9337107539176941
2024-10-02 13:58:48,21.974502563476562,-0.3103162944316864,-0.9381327033042908
2024-10-02 13:58:49,21.985366821289062,-0.303995817899704,-0.9297322630882263
2024-10-02 13:58:50,21.993972778320312,-0.29396671056747437,-0.9094010591506958
2024-10-02 13:58:51,21.999404907226562,-0.3010219931602478,-0.921316385269165
2024-10-02 13:58:52,22.006729125976562,-0.29081863164901733,-0.9007592797279358
2024-10-02 13:58:53,22.010025024414062,-0.29556843638420105,-0.9080950021743774
2024-10-02 13:58:54,22.012802124023438,-0.2949332892894745,-0.9013844132423401
2024-10-02 13:58:54,22.012802124023438,-0.2949332892894745,-0.9013844132423401
2024-10-02 13:58:55,22.013626098632812,-0.2907385528087616,-0.8964009881019592
2024-10-02 13:58:56,22.014602661132812,-0.2895197868347168,-0.8927517533302307
2024-10-02 13:58:57,22.013137817382812,-0.2886956036090851,-0.8941095471382141
2024-10-02 13:58:58,22.012557983398438,-0.287925660610199,-0.8904988765716553
2024-10-02 13:58:59,22.010696411132812,-0.2852541506290436,-0.887829601764679
2024-10-02 13:59:00,22.007614135742188,-0.2948073744773865,-0.9031032919883728
2024-10-02 13:59:01,22.006240844726562,-0.2916688323020935,-0.8961812257766724
2024-10-02 13:59:02,22.003311157226562,-0.28920260071754456,-0.8939866423606873
2024-10-02 13:59:03,22.001296997070312,-0.2928546965122223,-0.9013054966926575
2024-10-02 13:59:05,21.997695922851562,-0.2929767668247223,-0.9212953448295593
2024-10-02 13:59:06,21.995407104492188,-0.3049510419368744,-0.9249727725982666
2024-10-02 13:59:07,21.993240356445312,-0.30510684847831726,-0.9276793003082275
2024-10-02 13:59:08,21.991897583007812,-0.3067503571510315,-0.9304027557373047
2024-10-02 13:59:09,21.992385864257812,-0.2969619631767273,-0.9150754809379578
2024-10-02 13:59:10,21.991867065429688,-0.304863840341568,-0.9380770921707153
2024-10-02 13:59:11,21.993942260742188,-0.29571533203125,-0.9181932210922241
2024-10-02 13:59:12,21.994705200195312,-0.30745917558670044,-0.9324172735214233
2024-10-02 13:59:13,21.994705200195312,-0.3125659227371216,-0.9442447423934937
2024-10-02 13:59:14,21.996109008789062,-0.30520525574684143,-0.9305349588394165
2024-10-02 13:59:15,21.996139526367188,-0.31519508361816406,-0.949640154838562
2024-10-02 13:59:15,21.996139526367188,-0.31519508361816406,-0.949640154838562
2024-10-02 13:59:16,21.997390747070312,-0.3101980686187744,-0.9404740333557129
