Time,CH 1 Object temperature,CH 1 Actual Output Current,CH 1 Actual Output Voltage
2024-10-02 15:48:20,39.46141052246094,0.0034530642442405224,-0.34094420075416565
2024-10-02 15:48:20,39.46141052246094,0.0034530642442405224,-0.34094420075416565
2024-10-02 15:48:21,39.20509338378906,0.0030944824684411287,-0.33599525690078735
2024-10-02 15:48:22,38.95317077636719,0.003333664033561945,-0.33110520243644714
2024-10-02 15:48:23,38.70246887207031,0.0032554627396166325,-0.3255641460418701
2024-10-02 15:48:24,38.48002624511719,0.003027343889698386,-0.32044073939323425
2024-10-02 15:48:25,38.23957824707031,0.0032360078766942024,-0.3159012198448181
2024-10-02 15:48:26,38.02210998535156,0.0036239626351743937,-0.3109166920185089
2024-10-02 15:48:27,37.78666687011719,0.0026756287552416325,-0.3062114715576172
2024-10-02 15:48:28,37.55924987792969,0.003351211780682206,-0.30175232887268066
2024-10-02 15:48:30,37.35383605957031,0.0032463076058775187,-0.29720988869667053
2024-10-02 15:48:31,37.13108825683594,0.0031867981888353825,-0.2923198938369751
2024-10-02 15:48:32,36.91184997558594,0.0031856538262218237,-0.288025826215744
2024-10-02 15:48:33,36.71705627441406,-1.1800910234451294,-2.8727164268493652
2024-10-02 15:48:34,36.58357238769531,-1.0814725160598755,-2.917771577835083
2024-10-02 15:48:35,36.58094787597656,-0.753808856010437,-2.3193676471710205
2024-10-02 15:48:36,36.64808654785156,-0.4810722768306732,-1.7451717853546143
2024-10-02 15:48:37,36.71864318847656,-0.3713180720806122,-1.441652774810791
2024-10-02 15:48:38,36.75520324707031,-0.30997389554977417,-1.254647970199585
2024-10-02 15:48:39,36.75621032714844,-0.291972815990448,-1.173277497291565
2024-10-02 15:48:39,36.75621032714844,-0.291972815990448,-1.173277497291565
2024-10-02 15:48:40,36.72453308105469,-0.2539375424385071,-1.0561230182647705
2024-10-02 15:48:41,36.66850280761719,-0.20710602402687073,-0.9113205671310425
2024-10-02 15:48:42,36.57939147949219,-0.18409119546413422,-0.848006546497345
2024-10-02 15:48:43,36.48027038574219,-0.21873703598976135,-0.8936201333999634
2024-10-02 15:48:44,36.35765075683594,-0.2714596390724182,-1.0094414949417114
2024-10-02 15:48:45,36.23216247558594,-0.3132556974887848,-1.1020575761795044
2024-10-02 15:48:46,36.12361145019531,-0.3603208065032959,-1.218399167060852
2024-10-02 15:48:47,36.01744079589844,-0.3823379576206207,-1.2951911687850952
2024-10-02 15:48:49,35.92298889160156,-0.44461512565612793,-1.4289988279342651
2024-10-02 15:48:50,35.85374450683594,-0.4864025413990021,-1.5444285869598389
2024-10-02 15:48:51,35.79225158691406,-0.5331466197967529,-1.6686699390411377
2024-10-02 15:48:52,35.75663757324219,-0.5697891116142273,-1.7699787616729736
2024-10-02 15:48:53,35.73332214355469,-0.6027953028678894,-1.867262601852417
2024-10-02 15:48:54,35.73365783691406,-0.595943808555603,-1.8708277940750122
2024-10-02 15:48:55,35.74491882324219,-0.5828444361686707,-1.854171633720398
2024-10-02 15:48:56,35.76667785644531,-0.5762162804603577,-1.841130256652832
2024-10-02 15:48:57,35.79136657714844,-0.5552574992179871,-1.8048970699310303
2024-10-02 15:48:58,35.81300354003906,-0.5772851705551147,-1.8524161577224731
2024-10-02 15:48:59,35.83619689941406,-0.5703164339065552,-1.837517499923706
2024-10-02 15:49:00,35.85557556152344,-0.564995288848877,-1.8249174356460571
2024-10-02 15:49:01,35.87480163574219,-0.5564799904823303,-1.80833899974823
2024-10-02 15:49:02,35.89274597167969,-0.5546610355377197,-1.8005942106246948
2024-10-02 15:49:03,35.90672302246094,-0.5242170095443726,-1.7397289276123047
2024-10-02 15:49:04,35.91682434082031,-0.5329217910766602,-1.751599907875061
2024-10-02 15:49:05,35.92417907714844,-0.5286427140235901,-1.739536166191101
2024-10-02 15:49:07,35.92536926269531,-0.5303663611412048,-1.7423514127731323
2024-10-02 15:49:07,35.92536926269531,-0.5303663611412048,-1.7423514127731323
2024-10-02 15:49:08,35.92475891113281,-0.5245002508163452,-1.729171872138977
2024-10-02 15:49:09,35.92103576660156,-0.5366942286491394,-1.7490792274475098
2024-10-02 15:49:10,35.91822814941406,-0.5268368124961853,-1.730718970298767
2024-10-02 15:49:11,35.91352844238281,-0.526623010635376,-1.731111764907837
2024-10-02 15:49:12,35.90812683105469,-0.5309355854988098,-1.7410520315170288
2024-10-02 15:49:13,35.90187072753906,-0.5306707620620728,-1.7401090860366821
2024-10-02 15:49:14,35.89778137207031,-0.5358058214187622,-1.7506179809570312
2024-10-02 15:49:15,35.89442443847656,-0.535494327545166,-1.7507952451705933
2024-10-02 15:49:16,35.88746643066406,-0.5486754179000854,-1.784814476966858
2024-10-02 15:49:17,35.88594055175781,-0.5447393655776978,-1.7704836130142212
2024-10-02 15:49:18,35.88520812988281,-0.511087954044342,-1.6995136737823486
2024-10-02 15:49:19,35.88206481933594,-0.4912998378276825,-1.6533972024917603
2024-10-02 15:49:20,35.87315368652344,-0.4617059528827667,-1.5647462606430054
2024-10-02 15:49:21,35.85990905761719,-0.414469450712204,-1.444057583808899
2024-10-02 15:49:22,35.83848571777344,-0.36301979422569275,-1.3290854692459106
2024-10-02 15:49:23,35.79704284667969,-0.3430851101875305,-1.2680613994598389
2024-10-02 15:49:24,35.75096130371094,-0.3120113015174866,-1.180235743522644
2024-10-02 15:49:26,35.68846130371094,-0.2623138129711151,-1.061720848083496
2024-10-02 15:49:27,35.61216735839844,-0.23101769387722015,-0.9641871452331543
2024-10-02 15:49:28,35.52961730957031,-0.19693757593631744,-0.8647904992103577
